"segment_id","time_cluster","start","end","n_records","start_x","start_y","length_max","length_min","delay_max","delay_min","absolute_speed_max","absolute_speed_min","absolute_speed_Q25","absolute_speed_Q50","absolute_speed_Q75","message","duration_hours","length_measured"
88,1,2017-01-01 00:00:00,2017-01-03 12:20:00,725,"4103193 4102706 4102811 4102231 4103370","5628546 5628377 5628425 5628209 5628568",5003,1467,383,133,39,26,26,32,34,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic E20/M62 eastbound at Warrington 3.3 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 1.3 km queuing traffic",60.3,58.0409935403956
90,1,2017-01-01 00:00:00,2017-01-01 23:55:00,274,"4103193 4102706 4102811","5628546 5628377 5628425",5003,2780,383,205,39,32,32,32,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic",23.9,303.648234522501
91,1,2017-01-01 00:00:00,2017-01-01 23:55:00,274,"4103193 4102706 4102811","5628546 5628377 5628425",5003,2780,383,205,39,32,32,32,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic",23.9,189.618953443836
93,1,2017-01-01 00:00:00,2017-01-01 23:55:00,274,"4103193 4102706 4102811","5628546 5628377 5628425",5003,2780,383,205,39,32,32,32,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic",23.9,46.010297939068
94,1,2017-01-01 00:00:00,2017-01-03 12:20:00,725,"4103193 4102706 4102811 4103696 4103370","5628546 5628377 5628425 5628610 5628568",5003,1467,383,133,39,26,26,32,35,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic E20/M62 eastbound at Warrington 2.7 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 1.3 km queuing traffic",60.3,2.87006685942688
95,1,2017-01-01 00:00:00,2017-01-03 12:20:00,725,"4103193 4102706 4102811 4103696 4103370","5628546 5628377 5628425 5628610 5628568",5003,1467,383,133,39,26,26,32,35,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic E20/M62 eastbound at Warrington 2.7 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 1.3 km queuing traffic",60.3,181.380630875814
96,1,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,28.700803475509
97,1,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,20.2935734883071
98,1,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,11.8319981293647
101,1,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,233.112878299911
102,1,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,497.719548372835
103,1,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,28.8438703709318
104,1,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,299.371671103071
105,1,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,73.1674236162711
107,1,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,59.1603276220389
108,1,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,6.41467068071608
109,1,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,36.2954534043919
110,1,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,107.127168589557
111,1,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,45.3688251664368
112,1,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,274.557771913423
114,1,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,274.278606817529
115,1,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,16.2146605155153
116,1,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,4.05364482418186
117,1,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,184.692906770749
122,1,2017-01-01 00:00:00,2017-01-01 23:55:00,274,"4105281 4104933 4104271","5629148 5628926 5628712",4749,2700,199,97,54,36,36,48,54,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62 northeastern at Salford 2.9 km queuing traffic E20/M62 eastbound at Warrington 2.8 km slow traffic",23.9,330.541206718714
128,1,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4105281 4104933","5629148 5628926",4749,3196,199,199,48,36,36,36,48,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62 northeastern at Salford 2.9 km queuing traffic",14.1,216.455235176361
129,1,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4105281 4104933","5629148 5628926",4749,3196,199,199,48,36,36,36,48,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62 northeastern at Salford 2.9 km queuing traffic",14.1,356.072996531337
132,1,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4105281 4104933","5629148 5628926",4749,3196,199,199,48,36,36,36,48,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62 northeastern at Salford 2.9 km queuing traffic",14.1,440.636035796269
133,1,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4105281 4104933","5629148 5628926",4749,3196,199,199,48,36,36,36,48,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62 northeastern at Salford 2.9 km queuing traffic",14.1,83.448150416757
135,1,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4105281 4104933","5629148 5628926",4749,3196,199,199,48,36,36,36,48,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62 northeastern at Salford 2.9 km queuing traffic",14.1,219.128738035221
136,1,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4105281 4104933","5629148 5628926",4749,3196,199,199,48,36,36,36,48,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62 northeastern at Salford 2.9 km queuing traffic",14.1,75.5662602234498
139,1,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4105281","5629148",4749,4749,199,199,48,48,48,48,48,"E20/M62 northeastern at Salford 4.8 km slow traffic",4.4,41.2876310504837
144,1,2017-01-01 00:00:00,2017-01-05 15:15:00,1321,"4105281 4105971 4106051 4105746 4105148","5629148 5629984 5630164 5629672 5629045",5567,737,311,17,59,37,38,40,42,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 2 km slow traffic E20/M62 northeastern at Salford 2.1 km slow traffic E20/M62 northeastern at Salford 1.5 km slow traffic E20/M62 northeastern at Salford 2.9 km slow traffic E20/M62 northeastern at Salford 5.5 km slow traffic E20/M62 northeastern at Salford 623 m slow traffic E20/M62 northeastern at Salford 1.2 km slow traffic",111.2,85.8801091782213
149,1,2017-01-01 00:00:00,2017-01-05 15:15:00,1321,"4105281 4105971 4106051 4105746 4105148","5629148 5629984 5630164 5629672 5629045",5567,737,311,17,59,37,38,40,42,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 2 km slow traffic E20/M62 northeastern at Salford 2.1 km slow traffic E20/M62 northeastern at Salford 1.5 km slow traffic E20/M62 northeastern at Salford 2.9 km slow traffic E20/M62 northeastern at Salford 5.5 km slow traffic E20/M62 northeastern at Salford 623 m slow traffic E20/M62 northeastern at Salford 1.2 km slow traffic",111.2,52.5293040760671
150,1,2017-01-01 00:00:00,2017-01-05 15:15:00,1321,"4105281 4105971 4106051 4105746 4105148","5629148 5629984 5630164 5629672 5629045",5567,737,311,17,59,37,38,40,42,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 2 km slow traffic E20/M62 northeastern at Salford 2.1 km slow traffic E20/M62 northeastern at Salford 1.5 km slow traffic E20/M62 northeastern at Salford 2.9 km slow traffic E20/M62 northeastern at Salford 5.5 km slow traffic E20/M62 northeastern at Salford 623 m slow traffic E20/M62 northeastern at Salford 1.2 km slow traffic",111.2,120.732024888408
152,1,2017-01-01 00:00:00,2017-01-30 23:55:00,8640,"4105281 4105971 4106051 4105746 4105148 4106202 4106173 4106132 4106133 4101337","5629148 5629984 5630164 5629672 5629045 5630418 5630389 5630338 5630339 5628126",16910,363,311,17,80,33,53,80,80,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 2 km slow traffic E20/M62 northeastern at Salford 2.1 km slow traffic E20/M62 northeastern at Salford 1.5 km slow traffic E20/M62 northeastern at Salford 2.9 km slow traffic E20/M62 northeastern at Salford 5.5 km slow traffic E20/M62 northeastern at Salford roadworks E20/M62 northeastern at Salford 1.2 km slow traffic E20/M62 northeastern at Salford 674 m slow traffic E20/M62 northeastern at Salford 999 m slow traffic E20/M62 northeastern at Salford 1.4 km slow traffic E20/M62 northeastern at Salford 359 m slow traffic E20/M62 northeastern at Salford 856 m slow traffic E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 1 km slow traffic E20/M62 northeastern at Salford 872 m slow traffic E20/M62 northeastern at Salford 1.3 km slow traffic E20/M62 eastbound in direction Leeds/Manchester/Bolton/M62 at Warrington roadworks",719.9,183.53435790909
155,1,2017-01-01 00:00:00,2017-01-30 23:55:00,8640,"4106202 4106173 4106132 4106051 4106133 4101337","5630418 5630389 5630338 5630164 5630339 5628126",16910,363,311,17,80,33,80,80,80,"E20/M62 northeastern at Salford roadworks E20/M62 northeastern at Salford 674 m slow traffic E20/M62 northeastern at Salford 999 m slow traffic E20/M62 northeastern at Salford 1.4 km slow traffic E20/M62 northeastern at Salford 1.2 km slow traffic E20/M62 northeastern at Salford 359 m slow traffic E20/M62 northeastern at Salford 856 m slow traffic E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 1 km slow traffic E20/M62 northeastern at Salford 872 m slow traffic E20/M62 northeastern at Salford 1.3 km slow traffic E20/M62 eastbound in direction Leeds/Manchester/Bolton/M62 at Warrington roadworks",719.9,77.040904963948
156,1,2017-01-01 00:00:00,2017-01-30 23:55:00,8640,"4106202 4106173 4106132 4106051 4106133 4101337","5630418 5630389 5630338 5630164 5630339 5628126",16910,396,311,17,80,38,80,80,80,"E20/M62 northeastern at Salford roadworks E20/M62 northeastern at Salford 674 m slow traffic E20/M62 northeastern at Salford 999 m slow traffic E20/M62 northeastern at Salford 1.4 km slow traffic E20/M62 northeastern at Salford 1.2 km slow traffic E20/M62 northeastern at Salford 856 m slow traffic E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 1 km slow traffic E20/M62 northeastern at Salford 872 m slow traffic E20/M62 northeastern at Salford 1.3 km slow traffic E20/M62 eastbound in direction Leeds/Manchester/Bolton/M62 at Warrington roadworks",719.9,473.491351658229
157,1,2017-01-01 00:00:00,2017-01-30 23:55:00,8640,"4106202 4106173 4106132 4106051 4106133 4101337","5630418 5630389 5630338 5630164 5630339 5628126",16910,396,311,17,80,38,80,80,80,"E20/M62 northeastern at Salford roadworks E20/M62 northeastern at Salford 674 m slow traffic E20/M62 northeastern at Salford 999 m slow traffic E20/M62 northeastern at Salford 1.4 km slow traffic E20/M62 northeastern at Salford 1.2 km slow traffic E20/M62 northeastern at Salford 856 m slow traffic E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 1 km slow traffic E20/M62 northeastern at Salford 872 m slow traffic E20/M62 northeastern at Salford 1.3 km slow traffic E20/M62 eastbound in direction Leeds/Manchester/Bolton/M62 at Warrington roadworks",719.9,33.3637223994943
161,1,2017-01-01 00:00:00,2017-01-06 20:55:00,1675,"4106362","5630530",945,860,77,56,34,28,28,31,32,"967 m slow traffic 878 m slow traffic",140.9,391.36253529086
164,1,2017-01-01 00:00:00,2017-01-12 13:30:00,3279,"4106362 4106475","5630530 5630600",945,478,88,38,36,26,29,31,32,"967 m slow traffic 878 m slow traffic 576 m slow traffic 967 m queuing traffic 487 m slow traffic",277.5,248.220478816003
166,1,2017-01-01 00:00:00,2017-01-13 00:25:00,3404,"4106362 4106475 4106507","5630530 5630600 5630638",945,335,88,23,36,26,29,31,32,"967 m slow traffic 878 m slow traffic 576 m slow traffic 967 m queuing traffic 487 m slow traffic 429 m slow traffic 340 m slow traffic",288.4,166.328003870016
167,1,2017-01-01 00:00:00,2017-01-13 00:25:00,3455,"4106362 4106475 4106517 4106507","5630530 5630600 5630656 5630638",945,335,88,17,37,26,29,31,32,"967 m slow traffic 878 m slow traffic 576 m slow traffic 967 m queuing traffic 487 m slow traffic 381 m slow traffic 429 m slow traffic 340 m slow traffic",288.4,401.310779001629
171,1,2017-01-01 00:00:00,2017-01-01 23:55:00,274,"4106362","5630530",945,945,71,57,33,30,30,31,33,"967 m slow traffic",23.9,4.04549004912148
172,1,2017-01-01 00:00:00,2017-01-13 22:45:00,3713,"4107180 4107466 4107445 4107442 4107494 4107663 4107575 4107584 4107695 4107434 4107461 4107425 4107336 4107271 4107165 4107058 4106868 4106692 4106657 4106645 4106604 4106616","5629695 5629435 5629305 5629158 5628884 5628786 5628816 5628811 5628783 5629034 5629391 5629557 5629629 5629656 5629701 5629746 5629827 5630083 5630215 5630247 5630418 5630339",7733,1089,1407,63,36,15,17,19,25,"M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 3.3 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 4.8 km queuing traffic M60 northwestern Barton High Level Bridge in direction Leeds/M60/Ring Road (N & E)/L'Pool/M62/Bolton/M61 at Manchester 561 m queuing traffic M60 northwestern Barton High Level Bridge in direction Leeds/M60/Ring Road (N & E)/L'Pool/M62/Bolton/M61 at Manchester stationary traffic M60 northwestern Barton High Level Bridge in direction Leeds/M60/Ring Road (N & E)/L'Pool/M62/Bolton/M61 at Manchester 2.4 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 4.4 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 4.9 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 4.3 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 3.4 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 3.7 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 3.5 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 3.6 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 3.1 km slow traffic M60 northwestern Barton High Level Bridge in direction (M62)/Bolton/(M61)/Ring Road (N & E)/M66/Preston/Leeds/M60 at Manchester 3 km slow traffic M60 northwestern Barton High Level Bridge in direction (M62)/Bolton/(M61)/Ring Road (N & E)/M66/Preston/Leeds/M60 at Manchester 2.3 km slow traffic M60 northwestern Barton High Level Bridge in direction (M62)/Bolton/(M61)/Ring Road (N & E)/M66/Preston/Leeds/M60 at Manchester 2.2 km slow traffic M60 northbound Barton High Level Bridge in direction (M62)/Bolton/(M61)/Ring Road (N & E)/M66/Preston/Leeds/M60 at Manchester 1.2 km slow traffic M60 northbound Barton High Level Bridge in direction (M62)/Bolton/(M61)/Ring Road (N & E)/M66/Preston/Leeds/M60 at Manchester 400 m slow traffic M60 northbound in direction (M61)/Leeds/Bolton/(M62)/Leigh/M60/Preston/Ring Road (N & E)/Bury/(M66) at Manchester 1.7 km slow traffic M60 northbound in direction (M61)/Leeds/Bolton/(M62)/Leigh/M60/Preston/Ring Road (N & E)/Bury/(M66) at Manchester 1.6 km slow traffic M60 northbound in direction (M61)/Leeds/Bolton/(M62)/Leigh/M60/Preston/Ring Road (N & E)/Bury/(M66) at Manchester 1.1 km slow traffic M60 northbound in direction (M61)/Leeds/Bolton/(M62)/Leigh/M60/Preston/Ring Road (N & E)/Bury/(M66) at Manchester 1.3 km slow traffic",310.8,266.123820460123
173,1,2017-01-01 00:00:00,2017-01-04 00:30:00,861,"4107180 4107466 4107445 4107442 4107494 4107663","5629695 5629435 5629305 5629158 5628884 5628786",7401,4253,1246,374,27,17,17,17,20,"M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 3.3 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 4.8 km queuing traffic M60 northwestern Barton High Level Bridge in direction Leeds/M60/Ring Road (N & E)/L'Pool/M62/Bolton/M61 at Manchester 561 m queuing traffic M60 northwestern Barton High Level Bridge in direction Leeds/M60/Ring Road (N & E)/L'Pool/M62/Bolton/M61 at Manchester stationary traffic",72.5,171.949607008131
174,1,2017-01-01 00:00:00,2017-01-01 23:55:00,274,"4107180 4107466 4107445","5629695 5629435 5629305",5816,4253,790,374,27,20,20,23,23,"M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 3.3 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 4.8 km queuing traffic M60 northwestern Barton High Level Bridge in direction Leeds/M60/Ring Road (N & E)/L'Pool/M62/Bolton/M61 at Manchester 561 m queuing traffic",23.9,163.635095834835
76,1,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",1.4,49.3468998129328
78,1,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",1.4,88.3563740897125
79,1,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",1.4,35.0112814293599
80,1,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",1.4,190.433528083369
82,1,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",1.4,231.274406318849
84,1,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",1.4,298.012016070811
85,1,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",1.4,302.34309094208
87,1,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",1.4,94.6566399331689
158,1,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4105971","5629984",2163,2163,115,115,39,39,39,39,39,"E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 2 km slow traffic",1.4,332.863105249716
159,1,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4105971","5629984",2163,2163,115,115,39,39,39,39,39,"E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 2 km slow traffic",1.4,397.027271184715
160,1,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4105971","5629984",2163,2163,115,115,39,39,39,39,39,"E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 2 km slow traffic",1.4,424.633185408471
76,2,2017-01-01 04:30:00,2017-01-01 14:05:00,98,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",9.6,49.3468998129328
78,2,2017-01-01 04:30:00,2017-01-04 00:30:00,807,"4102706 4102811 4102231 4101853 4102426","5628377 5628425 5628209 5628161 5628262",4617,2170,287,156,41,21,32,34,41,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic E20/M62 eastbound at Warrington 3.3 km slow traffic E20/M62 eastbound in direction Leeds/Manchester/Bolton/M62 at Warrington 3.1 km slow traffic E20/M62 eastbound at Warrington stationary traffic",68,88.3563740897125
79,2,2017-01-01 04:30:00,2017-01-04 00:30:00,807,"4102706 4102811 4102231 4101853 4102426","5628377 5628425 5628209 5628161 5628262",4617,2170,287,156,41,21,32,34,41,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic E20/M62 eastbound at Warrington 3.3 km slow traffic E20/M62 eastbound in direction Leeds/Manchester/Bolton/M62 at Warrington 3.1 km slow traffic E20/M62 eastbound at Warrington stationary traffic",68,35.0112814293599
80,2,2017-01-01 04:30:00,2017-01-04 00:30:00,807,"4102706 4102811 4102231 4101853 4102426","5628377 5628425 5628209 5628161 5628262",4617,2170,287,156,41,21,32,34,41,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic E20/M62 eastbound at Warrington 3.3 km slow traffic E20/M62 eastbound in direction Leeds/Manchester/Bolton/M62 at Warrington 3.1 km slow traffic E20/M62 eastbound at Warrington stationary traffic",68,190.433528083369
82,2,2017-01-01 04:30:00,2017-01-02 19:50:00,453,"4102706 4102811 4102231","5628377 5628425 5628209",4617,2780,248,205,39,32,32,34,34,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic E20/M62 eastbound at Warrington 3.3 km slow traffic",39.3,231.274406318849
