"segment_id","time_cluster","time_cluster_unique","start","end","n_records","start_x","start_y","length_max","length_min","delay_max","delay_min","absolute_speed_max","absolute_speed_min","absolute_speed_Q25","absolute_speed_Q50","absolute_speed_Q75","message","duration_hours","length_measured"
88,1,1,2017-01-01 00:00:00,2017-01-03 12:20:00,725,"4103193 4102706 4102811 4102231 4103370","5628546 5628377 5628425 5628209 5628568",5003,1467,383,133,39,26,26,32,34,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic E20/M62 eastbound at Warrington 3.3 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 1.3 km queuing traffic",60.3,512.54148242115
90,1,2,2017-01-01 00:00:00,2017-01-01 23:55:00,274,"4103193 4102706 4102811","5628546 5628377 5628425",5003,2780,383,205,39,32,32,32,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic",23.9,112.984728242573
91,1,2,2017-01-01 00:00:00,2017-01-01 23:55:00,274,"4103193 4102706 4102811","5628546 5628377 5628425",5003,2780,383,205,39,32,32,32,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic",23.9,43.4841108028041
93,1,2,2017-01-01 00:00:00,2017-01-01 23:55:00,274,"4103193 4102706 4102811","5628546 5628377 5628425",5003,2780,383,205,39,32,32,32,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic",23.9,196.747345575924
94,1,1,2017-01-01 00:00:00,2017-01-03 12:20:00,725,"4103193 4102706 4102811 4103696 4103370","5628546 5628377 5628425 5628610 5628568",5003,1467,383,133,39,26,26,32,35,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic E20/M62 eastbound at Warrington 2.7 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 1.3 km queuing traffic",60.3,52.0417825673183
95,1,1,2017-01-01 00:00:00,2017-01-03 12:20:00,725,"4103193 4102706 4102811 4103696 4103370","5628546 5628377 5628425 5628610 5628568",5003,1467,383,133,39,26,26,32,35,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic E20/M62 eastbound at Warrington 2.7 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 1.3 km queuing traffic",60.3,119.066659956641
96,1,3,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,173.579341227428
97,1,3,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,132.959572571631
98,1,3,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,49.602006759876
101,1,3,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,92.6658398802621
102,1,3,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,98.746285395312
103,1,3,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,35.5386789926312
104,1,3,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,119.511306049473
105,1,3,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,185.426271033756
107,1,3,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4103193 4102706","5628546 5628377",5003,4617,383,248,39,32,32,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",14.1,398.633479637478
108,1,4,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,200.87386447443
109,1,4,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,71.8213231252529
110,1,4,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,18.1685353936074
111,1,4,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,11.8455698913063
112,1,4,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,42.7042608845361
114,1,4,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,63.5893006566423
115,1,4,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,18.1683101188987
116,1,4,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,439.737067798217
117,1,4,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4103193","5628546",5003,5003,383,383,32,32,32,32,32,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 5 km queuing traffic",4.4,207.190785940217
122,1,2,2017-01-01 00:00:00,2017-01-01 23:55:00,274,"4105281 4104933 4104271","5629148 5628926 5628712",4749,2700,199,97,54,36,36,48,54,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62 northeastern at Salford 2.9 km queuing traffic E20/M62 eastbound at Warrington 2.8 km slow traffic",23.9,303.11213572526
128,1,3,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4105281 4104933","5629148 5628926",4749,3196,199,199,48,36,36,36,48,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62 northeastern at Salford 2.9 km queuing traffic",14.1,40.5761574797014
129,1,3,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4105281 4104933","5629148 5628926",4749,3196,199,199,48,36,36,36,48,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62 northeastern at Salford 2.9 km queuing traffic",14.1,273.935604254473
132,1,3,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4105281 4104933","5629148 5628926",4749,3196,199,199,48,36,36,36,48,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62 northeastern at Salford 2.9 km queuing traffic",14.1,146.536271236854
133,1,3,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4105281 4104933","5629148 5628926",4749,3196,199,199,48,36,36,36,48,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62 northeastern at Salford 2.9 km queuing traffic",14.1,67.2040424146857
135,1,3,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4105281 4104933","5629148 5628926",4749,3196,199,199,48,36,36,36,48,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62 northeastern at Salford 2.9 km queuing traffic",14.1,244.207414309578
136,1,3,2017-01-01 00:00:00,2017-01-01 14:05:00,152,"4105281 4104933","5629148 5628926",4749,3196,199,199,48,36,36,36,48,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62 northeastern at Salford 2.9 km queuing traffic",14.1,134.395579788576
139,1,4,2017-01-01 00:00:00,2017-01-01 04:25:00,45,"4105281","5629148",4749,4749,199,199,48,48,48,48,48,"E20/M62 northeastern at Salford 4.8 km slow traffic",4.4,437.659279274484
144,1,5,2017-01-01 00:00:00,2017-01-05 15:15:00,1321,"4105281 4105971 4106051 4105746 4105148","5629148 5629984 5630164 5629672 5629045",5567,737,311,17,59,37,38,40,42,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 2 km slow traffic E20/M62 northeastern at Salford 2.1 km slow traffic E20/M62 northeastern at Salford 1.5 km slow traffic E20/M62 northeastern at Salford 2.9 km slow traffic E20/M62 northeastern at Salford 5.5 km slow traffic E20/M62 northeastern at Salford 623 m slow traffic E20/M62 northeastern at Salford 1.2 km slow traffic",111.2,369.113154769764
149,1,5,2017-01-01 00:00:00,2017-01-05 15:15:00,1321,"4105281 4105971 4106051 4105746 4105148","5629148 5629984 5630164 5629672 5629045",5567,737,311,17,59,37,38,40,42,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 2 km slow traffic E20/M62 northeastern at Salford 2.1 km slow traffic E20/M62 northeastern at Salford 1.5 km slow traffic E20/M62 northeastern at Salford 2.9 km slow traffic E20/M62 northeastern at Salford 5.5 km slow traffic E20/M62 northeastern at Salford 623 m slow traffic E20/M62 northeastern at Salford 1.2 km slow traffic",111.2,4.05483904792445
150,1,5,2017-01-01 00:00:00,2017-01-05 15:15:00,1321,"4105281 4105971 4106051 4105746 4105148","5629148 5629984 5630164 5629672 5629045",5567,737,311,17,59,37,38,40,42,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 2 km slow traffic E20/M62 northeastern at Salford 2.1 km slow traffic E20/M62 northeastern at Salford 1.5 km slow traffic E20/M62 northeastern at Salford 2.9 km slow traffic E20/M62 northeastern at Salford 5.5 km slow traffic E20/M62 northeastern at Salford 623 m slow traffic E20/M62 northeastern at Salford 1.2 km slow traffic",111.2,142.801640251174
152,1,6,2017-01-01 00:00:00,2017-01-30 23:55:00,8640,"4105281 4105971 4106051 4105746 4105148 4106202 4106173 4106132 4106133 4101337","5629148 5629984 5630164 5629672 5629045 5630418 5630389 5630338 5630339 5628126",16910,363,311,17,80,33,53,80,80,"E20/M62 northeastern at Salford 4.8 km slow traffic E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 2 km slow traffic E20/M62 northeastern at Salford 2.1 km slow traffic E20/M62 northeastern at Salford 1.5 km slow traffic E20/M62 northeastern at Salford 2.9 km slow traffic E20/M62 northeastern at Salford 5.5 km slow traffic E20/M62 northeastern at Salford roadworks E20/M62 northeastern at Salford 1.2 km slow traffic E20/M62 northeastern at Salford 674 m slow traffic E20/M62 northeastern at Salford 999 m slow traffic E20/M62 northeastern at Salford 1.4 km slow traffic E20/M62 northeastern at Salford 359 m slow traffic E20/M62 northeastern at Salford 856 m slow traffic E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 1 km slow traffic E20/M62 northeastern at Salford 872 m slow traffic E20/M62 northeastern at Salford 1.3 km slow traffic E20/M62 eastbound in direction Leeds/Manchester/Bolton/M62 at Warrington roadworks",719.9,117.584640953183
155,1,6,2017-01-01 00:00:00,2017-01-30 23:55:00,8640,"4106202 4106173 4106132 4106051 4106133 4101337","5630418 5630389 5630338 5630164 5630339 5628126",16910,363,311,17,80,33,80,80,80,"E20/M62 northeastern at Salford roadworks E20/M62 northeastern at Salford 674 m slow traffic E20/M62 northeastern at Salford 999 m slow traffic E20/M62 northeastern at Salford 1.4 km slow traffic E20/M62 northeastern at Salford 1.2 km slow traffic E20/M62 northeastern at Salford 359 m slow traffic E20/M62 northeastern at Salford 856 m slow traffic E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 1 km slow traffic E20/M62 northeastern at Salford 872 m slow traffic E20/M62 northeastern at Salford 1.3 km slow traffic E20/M62 eastbound in direction Leeds/Manchester/Bolton/M62 at Warrington roadworks",719.9,27.0608532342482
156,1,6,2017-01-01 00:00:00,2017-01-30 23:55:00,8640,"4106202 4106173 4106132 4106051 4106133 4101337","5630418 5630389 5630338 5630164 5630339 5628126",16910,396,311,17,80,38,80,80,80,"E20/M62 northeastern at Salford roadworks E20/M62 northeastern at Salford 674 m slow traffic E20/M62 northeastern at Salford 999 m slow traffic E20/M62 northeastern at Salford 1.4 km slow traffic E20/M62 northeastern at Salford 1.2 km slow traffic E20/M62 northeastern at Salford 856 m slow traffic E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 1 km slow traffic E20/M62 northeastern at Salford 872 m slow traffic E20/M62 northeastern at Salford 1.3 km slow traffic E20/M62 eastbound in direction Leeds/Manchester/Bolton/M62 at Warrington roadworks",719.9,107.394596340458
157,1,6,2017-01-01 00:00:00,2017-01-30 23:55:00,8640,"4106202 4106173 4106132 4106051 4106133 4101337","5630418 5630389 5630338 5630164 5630339 5628126",16910,396,311,17,80,38,80,80,80,"E20/M62 northeastern at Salford roadworks E20/M62 northeastern at Salford 674 m slow traffic E20/M62 northeastern at Salford 999 m slow traffic E20/M62 northeastern at Salford 1.4 km slow traffic E20/M62 northeastern at Salford 1.2 km slow traffic E20/M62 northeastern at Salford 856 m slow traffic E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 1 km slow traffic E20/M62 northeastern at Salford 872 m slow traffic E20/M62 northeastern at Salford 1.3 km slow traffic E20/M62 eastbound in direction Leeds/Manchester/Bolton/M62 at Warrington roadworks",719.9,43.784838844895
161,1,7,2017-01-01 00:00:00,2017-01-06 20:55:00,1675,"4106362","5630530",945,860,77,56,34,28,28,31,32,"967 m slow traffic 878 m slow traffic",140.9,63.6778752272543
164,1,8,2017-01-01 00:00:00,2017-01-12 13:30:00,3279,"4106362 4106475","5630530 5630600",945,478,88,38,36,26,29,31,32,"967 m slow traffic 878 m slow traffic 576 m slow traffic 967 m queuing traffic 487 m slow traffic",277.5,97.299092746923
166,1,9,2017-01-01 00:00:00,2017-01-13 00:25:00,3404,"4106362 4106475 4106507","5630530 5630600 5630638",945,335,88,23,36,26,29,31,32,"967 m slow traffic 878 m slow traffic 576 m slow traffic 967 m queuing traffic 487 m slow traffic 429 m slow traffic 340 m slow traffic",288.4,58.990588657691
167,1,9,2017-01-01 00:00:00,2017-01-13 00:25:00,3455,"4106362 4106475 4106517 4106507","5630530 5630600 5630656 5630638",945,335,88,17,37,26,29,31,32,"967 m slow traffic 878 m slow traffic 576 m slow traffic 967 m queuing traffic 487 m slow traffic 381 m slow traffic 429 m slow traffic 340 m slow traffic",288.4,51.2428966063664
171,1,2,2017-01-01 00:00:00,2017-01-01 23:55:00,274,"4106362","5630530",945,945,71,57,33,30,30,31,33,"967 m slow traffic",23.9,84.2231054468831
172,1,10,2017-01-01 00:00:00,2017-01-13 22:45:00,3713,"4107180 4107466 4107445 4107442 4107494 4107663 4107575 4107584 4107695 4107434 4107461 4107425 4107336 4107271 4107165 4107058 4106868 4106692 4106657 4106645 4106604 4106616","5629695 5629435 5629305 5629158 5628884 5628786 5628816 5628811 5628783 5629034 5629391 5629557 5629629 5629656 5629701 5629746 5629827 5630083 5630215 5630247 5630418 5630339",7733,1089,1407,63,36,15,17,19,25,"M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 3.3 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 4.8 km queuing traffic M60 northwestern Barton High Level Bridge in direction Leeds/M60/Ring Road (N & E)/L'Pool/M62/Bolton/M61 at Manchester 561 m queuing traffic M60 northwestern Barton High Level Bridge in direction Leeds/M60/Ring Road (N & E)/L'Pool/M62/Bolton/M61 at Manchester stationary traffic M60 northwestern Barton High Level Bridge in direction Leeds/M60/Ring Road (N & E)/L'Pool/M62/Bolton/M61 at Manchester 2.4 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 4.4 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 4.9 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 4.3 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 3.4 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 3.7 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 3.5 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 3.6 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 3.1 km slow traffic M60 northwestern Barton High Level Bridge in direction (M62)/Bolton/(M61)/Ring Road (N & E)/M66/Preston/Leeds/M60 at Manchester 3 km slow traffic M60 northwestern Barton High Level Bridge in direction (M62)/Bolton/(M61)/Ring Road (N & E)/M66/Preston/Leeds/M60 at Manchester 2.3 km slow traffic M60 northwestern Barton High Level Bridge in direction (M62)/Bolton/(M61)/Ring Road (N & E)/M66/Preston/Leeds/M60 at Manchester 2.2 km slow traffic M60 northbound Barton High Level Bridge in direction (M62)/Bolton/(M61)/Ring Road (N & E)/M66/Preston/Leeds/M60 at Manchester 1.2 km slow traffic M60 northbound Barton High Level Bridge in direction (M62)/Bolton/(M61)/Ring Road (N & E)/M66/Preston/Leeds/M60 at Manchester 400 m slow traffic M60 northbound in direction (M61)/Leeds/Bolton/(M62)/Leigh/M60/Preston/Ring Road (N & E)/Bury/(M66) at Manchester 1.7 km slow traffic M60 northbound in direction (M61)/Leeds/Bolton/(M62)/Leigh/M60/Preston/Ring Road (N & E)/Bury/(M66) at Manchester 1.6 km slow traffic M60 northbound in direction (M61)/Leeds/Bolton/(M62)/Leigh/M60/Preston/Ring Road (N & E)/Bury/(M66) at Manchester 1.1 km slow traffic M60 northbound in direction (M61)/Leeds/Bolton/(M62)/Leigh/M60/Preston/Ring Road (N & E)/Bury/(M66) at Manchester 1.3 km slow traffic",310.8,39.7980934208175
173,1,11,2017-01-01 00:00:00,2017-01-04 00:30:00,861,"4107180 4107466 4107445 4107442 4107494 4107663","5629695 5629435 5629305 5629158 5628884 5628786",7401,4253,1246,374,27,17,17,17,20,"M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 3.3 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 4.8 km queuing traffic M60 northwestern Barton High Level Bridge in direction Leeds/M60/Ring Road (N & E)/L'Pool/M62/Bolton/M61 at Manchester 561 m queuing traffic M60 northwestern Barton High Level Bridge in direction Leeds/M60/Ring Road (N & E)/L'Pool/M62/Bolton/M61 at Manchester stationary traffic",72.5,47.6826738421727
174,1,2,2017-01-01 00:00:00,2017-01-01 23:55:00,274,"4107180 4107466 4107445","5629695 5629435 5629305",5816,4253,790,374,27,20,20,23,23,"M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 3.3 km queuing traffic M60 northwestern Barton High Level Bridge in direction (M62)/Ring Road (N & E)/Salford/M602/L'Pool/M62/Preston/Bolton/(M61)/Leeds/M60 at Manchester 4.8 km queuing traffic M60 northwestern Barton High Level Bridge in direction Leeds/M60/Ring Road (N & E)/L'Pool/M62/Bolton/M61 at Manchester 561 m queuing traffic",23.9,243.555894780521
76,1,12,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",1.4,63.0067991101009
78,1,12,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",1.4,18.1720521779342
79,1,12,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",1.4,105.351059241702
80,1,12,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",1.4,37.347601477898
82,1,12,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",1.4,329.713715828659
84,1,12,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",1.4,103.163148266284
85,1,12,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",1.4,20.3194846808237
87,1,12,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",1.4,185.720082160047
158,1,12,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4105971","5629984",2163,2163,115,115,39,39,39,39,39,"E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 2 km slow traffic",1.4,154.083423154184
159,1,12,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4105971","5629984",2163,2163,115,115,39,39,39,39,39,"E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 2 km slow traffic",1.4,4.0542910383139
160,1,12,2017-01-01 02:30:00,2017-01-01 03:55:00,9,"4105971","5629984",2163,2163,115,115,39,39,39,39,39,"E20/M62/M602 northeastern in direction M'cr City Centre/Salford/M602 at Salford 2 km slow traffic",1.4,9.07442035344781
76,2,13,2017-01-01 04:30:00,2017-01-01 14:05:00,98,"4102706","5628377",4617,4617,248,248,39,39,39,39,39,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic",9.6,63.0067991101009
78,2,14,2017-01-01 04:30:00,2017-01-04 00:30:00,807,"4102706 4102811 4102231 4101853 4102426","5628377 5628425 5628209 5628161 5628262",4617,2170,287,156,41,21,32,34,41,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic E20/M62 eastbound at Warrington 3.3 km slow traffic E20/M62 eastbound in direction Leeds/Manchester/Bolton/M62 at Warrington 3.1 km slow traffic E20/M62 eastbound at Warrington stationary traffic",68,18.1720521779342
79,2,14,2017-01-01 04:30:00,2017-01-04 00:30:00,807,"4102706 4102811 4102231 4101853 4102426","5628377 5628425 5628209 5628161 5628262",4617,2170,287,156,41,21,32,34,41,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic E20/M62 eastbound at Warrington 3.3 km slow traffic E20/M62 eastbound in direction Leeds/Manchester/Bolton/M62 at Warrington 3.1 km slow traffic E20/M62 eastbound at Warrington stationary traffic",68,105.351059241702
80,2,14,2017-01-01 04:30:00,2017-01-04 00:30:00,807,"4102706 4102811 4102231 4101853 4102426","5628377 5628425 5628209 5628161 5628262",4617,2170,287,156,41,21,32,34,41,"E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 4.5 km slow traffic E20/M62 eastbound in direction Bolton/Manchester/Leeds at Warrington 2.8 km queuing traffic E20/M62 eastbound at Warrington 3.3 km slow traffic E20/M62 eastbound in direction Leeds/Manchester/Bolton/M62 at Warrington 3.1 km slow traffic E20/M62 eastbound at Warrington stationary traffic",68,37.347601477898
